UBE2Q1	3.00523036526
RNF14	4.03897477582
UBE2Q2	2.51459530571
RNF10	1.68919315986
RNF11	3.85551265567
RNF13	3.5786977215
REM1	3.62726589073
REM2	1.90334934731
C16orf13	0.00770911846742
RPEL1	0.00367365734427
CCDC109B	0.0353923484735
UCHL5	4.49885027676
RNF17	2.91543328913
NBEAL1	1.77604866943
MZT2A	0.8504306075
MZT2B	0.451817898547
ATRX	2.81103648939
PMM2	2.68918585021
PMM1	2.40158683691
ASS1	4.88955692508
OR14C36	1.2312931145
FHIT	4.34992605225
SPX	0.53116939684
ZNF709	2.20589324621
ZNF708	3.23663374929
ZNF879	1.16456041843
ZNF878	0.00504636348899
DISC1	3.40652812256
CAMK1	6.00157466752
STYXL1	1.71019713294
SPR	2.86198495841
ZNF700	3.15231300932
ZNF707	1.7004870454
ZNF706	1.70630283355
ZNF704	1.38312324246
ZC3H10	3.15036826691
RNF114	2.36903893556
RNF115	1.84754436045
ZC3H15	5.16674541324
ZC3H14	4.38314747604
SPN	1.67585940348
RNF111	5.9233835742
NACAP1	0.022376605229
ZC3H18	2.14300852169
GRIN1	6.00397395124
DHX8	4.19661813786
DHX9	6.0796724795
TCOF1	3.62589038795
NSRP1	0.347843016425
NUP98	5.18684381577
XPC	2.0266487499
SP1	16.8087283912
XPA	2.33518234682
SP3	6.15982073021
NUP93	4.60388664083
SP5	1.47846151511
SP6	1.76021112953
CAMKV	5.78457969206
C16orf93	0.0110250956322
SPPL3	0.153086899189
GOLIM4	2.01442791469
OPA3	1.22448731653
OPA1	4.75775280731
LOC100996763	3.04690495903
RAB40C	3.00940909942
RAB40B	2.91649771599
RAB40A	0.900541279579
COL7A1	3.73741944559
GTSE1	3.82423942756
FAM183A	2.95296245777
ARFRP1	1.42406530403
OVCH1	2.21609550096
FLG2	0.966201029116
OR52I2	1.64170487213
SPPL2A	0.499858676769
SPPL2C	0.0128555581877
SPPL2B	1.24627110508
MYO3A	3.88696383492
ITGA9	3.53037286942
UGCG	4.29181997857
MYO3B	2.48372090008
ATP2A1	5.18516390073
ATP2A2	5.91151682001
ATP2A3	3.62515705266
ITGA1	2.58230346291
ITGA2	5.66417966153
NOP2	5.33430791519
ITGA4	5.12018333889
ITGA5	3.75001540283
RIT1	2.63520661755
ITGA7	3.15768456414
TRHR	2.89367652435
LOC285556	0.0427270265649
DENND4A	3.17072293393
DENND4B	3.97095601694
DENND4C	1.64226543877
FARP2	2.95667322291
SWAP70	1.19243036826
PREB	3.36360158588
PHLDA1	2.18875800342
PHLDA3	1.29628795204
